testdate,expression,movement,quality,benchmarkpct,player_id
09/09/2023,dynamic,upper body,push,0.388,7
11/09/2023,dynamic,upper body,pull,0.877,7
12/09/2023,isometric,jump,pre-load,0.52,10
16/09/2023,dynamic,sprint,max velocity,0.5845,22
18/09/2023,isometric,jump,pre-load,0.52,10
20/09/2023,isometric,upper body,grapple,100.8,7
03/10/2023,isometric,agility,rotate,97.2,22
13/10/2023,isometric,agility,acceleration,0.52,10
13/10/2023,isometric,agility,deceleration,1.038,22
21/10/2023,isometric,agility,rotate,84.1,10
10/11/2023,dynamic,upper body,pull,0.871,7
20/12/2023,dynamic,upper body,pull,0.87,10
22/12/2023,isometric,upper body,push,0.664,22
26/12/2023,isometric,upper body,push,0.664,22
04/01/2024,dynamic,agility,deceleration,0.87,22
02/02/2024,isometric,agility,acceleration,0.52,22
14/02/2024,isometric,jump,land,82.2,7
23/02/2024,dynamic,upper body,push,0.4445,10
25/02/2024,isometric,upper body,push,0.704,7
28/02/2024,isometric,sprint,max velocity,86.8,7
29/02/2024,dynamic,agility,deceleration,0.89,7
10/03/2024,dynamic,agility,deceleration,0.89,22
10/03/2024,isometric,sprint,acceleration,0.52,22
25/03/2024,isometric,upper body,grapple,108.8,22
08/04/2024,dynamic,jump,land,0.655,10
11/04/2024,dynamic,agility,deceleration,0.89,22
17/04/2024,isometric,agility,deceleration,1.1365,10
25/04/2024,isometric,jump,pre-load,0.52,22
28/04/2024,isometric,upper body,grapple,106.2,22
16/05/2024,isometric,jump,pre-load,0.49,7
17/05/2024,dynamic,jump,take off,0.62,7
21/05/2024,isometric,agility,acceleration,0.49,7
22/05/2024,isometric,agility,rotate,80.3,10
26/05/2024,dynamic,jump,land,0.664,10
26/05/2024,isometric,sprint,acceleration,0.49,22
01/06/2024,isometric,sprint,max velocity,0.1995,10
02/06/2024,isometric,jump,land,98.0,22
03/06/2024,dynamic,upper body,push,0.43,10
11/06/2024,dynamic,agility,deceleration,0.876,10
16/06/2024,dynamic,jump,pre-load,0.4655,10
20/06/2024,isometric,upper body,push,0.704,7
04/07/2024,isometric,agility,deceleration,1.135,10
10/07/2024,isometric,jump,take off,0.1,7
10/07/2024,dynamic,agility,deceleration,0.8955,7
11/07/2024,isometric,upper body,pull,72.7,10
16/07/2024,dynamic,jump,pre-load,0.5175,22
22/07/2024,isometric,upper body,grapple,0.278,22
22/07/2024,isometric,agility,deceleration,1.0365,22
26/07/2024,dynamic,agility,acceleration,0.485,10
30/07/2024,dynamic,agility,acceleration,0.428,22
01/08/2024,dynamic,jump,take off,0.749,7
07/08/2024,isometric,sprint,max velocity,0.756,22
09/08/2024,isometric,agility,acceleration,0.7305,10
22/08/2024,isometric,agility,deceleration,0.903,22
10/09/2024,dynamic,jump,land,0.6495,7
24/09/2024,isometric,jump,pre-load,0.72,10
02/10/2024,isometric,jump,pre-load,0.6925,22
04/10/2024,dynamic,jump,land,0.648,10
21/10/2024,dynamic,upper body,push,0.486,10
31/10/2024,isometric,upper body,pull,85.5,10
31/10/2024,dynamic,agility,deceleration,0.88,22
14/11/2024,isometric,agility,deceleration,0.866,10
15/11/2024,isometric,sprint,max velocity,0.6325,22
20/11/2024,isometric,agility,acceleration,0.799,7
23/11/2024,dynamic,agility,deceleration,0.88,22
26/11/2024,dynamic,upper body,push,0.47,7
27/11/2024,isometric,upper body,pull,80.7,22
30/11/2024,dynamic,sprint,acceleration,0.498,10
02/12/2024,dynamic,jump,take off,0.69,22
24/12/2024,dynamic,agility,deceleration,0.876,10
31/12/2024,dynamic,jump,pre-load,0.5135,7
31/12/2024,isometric,jump,take off,0.42,22
01/01/2025,isometric,jump,pre-load,0.79,10
19/01/2025,isometric,sprint,acceleration,0.7475,7
31/01/2025,isometric,agility,deceleration,0.961,7
07/02/2025,isometric,jump,take off,0.39,22
10/02/2025,isometric,agility,deceleration,0.958,7
16/02/2025,isometric,agility,rotate,0.6415,10
18/02/2025,dynamic,jump,pre-load,0.5225,7
24/02/2025,isometric,upper body,push,0.9555,7
02/03/2025,dynamic,sprint,acceleration,0.495,10
03/07/2023,dynamic,agility,deceleration,0.842,7
15/07/2023,dynamic,jump,take off,0.74,7
19/07/2023,dynamic,jump,land,0.6975,7
26/07/2023,isometric,agility,rotate,100.7,7
26/07/2023,isometric,sprint,max velocity,77.1,10
29/07/2023,isometric,upper body,grapple,94.3,7
04/08/2023,isometric,upper body,grapple,90.0,10
14/08/2023,isometric,jump,pre-load,88.2,7
17/08/2023,isometric,upper body,push,106.7,7
20/08/2023,isometric,upper body,grapple,107.6,7
10/09/2023,dynamic,jump,pre-load,0.51,7
11/09/2023,dynamic,jump,land,0.69,10
15/09/2023,dynamic,jump,pre-load,0.51,10
18/09/2023,dynamic,upper body,push,0.388,10
20/09/2023,dynamic,jump,land,0.69,22
25/09/2023,dynamic,jump,land,0.69,7
28/09/2023,isometric,upper body,pull,88.6,7
06/10/2023,isometric,agility,acceleration,0.52,10
10/10/2023,dynamic,sprint,acceleration,0.4305,22
14/10/2023,dynamic,sprint,acceleration,0.4305,7
01/11/2023,dynamic,agility,deceleration,0.871,10
02/11/2023,isometric,agility,deceleration,1.038,7
09/11/2023,dynamic,agility,deceleration,0.871,7
12/11/2023,isometric,agility,deceleration,1.038,10
14/11/2023,isometric,jump,land,86.5,10
26/11/2023,isometric,jump,pre-load,0.52,7
03/12/2023,isometric,agility,acceleration,0.52,7
01/01/2024,dynamic,agility,acceleration,0.426,10
02/01/2024,isometric,upper body,pull,74.9,7
07/01/2024,isometric,jump,pre-load,0.52,7
07/01/2024,dynamic,jump,take off,0.64,10
20/01/2024,dynamic,upper body,pull,0.879,7
26/01/2024,isometric,sprint,acceleration,0.52,7
30/01/2024,dynamic,upper body,push,0.4345,22
14/02/2024,isometric,sprint,acceleration,0.52,10
15/02/2024,dynamic,jump,land,0.668,22
05/03/2024,isometric,jump,take off,90.0,22
22/03/2024,dynamic,upper body,pull,0.89,22
22/03/2024,isometric,agility,acceleration,0.52,7
04/04/2024,dynamic,jump,take off,0.6195,7
08/04/2024,isometric,sprint,max velocity,109.5,22
09/04/2024,isometric,jump,take off,88.7,22
13/04/2024,isometric,jump,take off,97.3,22
15/04/2024,dynamic,sprint,max velocity,0.628,7
15/04/2024,isometric,sprint,max velocity,-0.2,22
18/04/2024,dynamic,upper body,pull,0.89,22
29/04/2024,isometric,upper body,push,0.704,10
02/05/2024,dynamic,jump,pre-load,0.521,10
15/05/2024,dynamic,agility,acceleration,0.43,7
24/05/2024,isometric,sprint,acceleration,0.49,10
25/05/2024,dynamic,sprint,max velocity,0.625,10
30/05/2024,dynamic,sprint,max velocity,0.625,10
01/06/2024,isometric,upper body,pull,76.0,7
02/06/2024,isometric,jump,take off,85.7,10
04/06/2024,isometric,agility,deceleration,1.1365,7
14/06/2024,isometric,upper body,pull,94.6,22
14/06/2024,isometric,agility,rotate,91.1,10
15/06/2024,dynamic,sprint,max velocity,0.625,7
21/07/2024,isometric,upper body,grapple,0.278,10
26/07/2024,dynamic,jump,pre-load,0.466,22
27/07/2024,isometric,jump,take off,0.381,7
01/08/2024,dynamic,jump,pre-load,0.484,7
03/08/2024,dynamic,jump,take off,0.749,7
04/08/2024,isometric,upper body,grapple,0.384,22
07/08/2024,dynamic,agility,deceleration,0.852,22
14/08/2024,dynamic,jump,take off,0.723,22
16/08/2024,dynamic,sprint,acceleration,0.428,7
19/08/2024,isometric,agility,deceleration,0.928,22
01/09/2024,dynamic,upper body,push,0.428,10
05/09/2024,isometric,upper body,push,0.936,22
07/09/2024,dynamic,jump,pre-load,0.505,7
07/09/2024,isometric,upper body,pull,98.2,10
15/09/2024,isometric,sprint,max velocity,0.698,22
16/09/2024,dynamic,upper body,pull,0.9,10
26/09/2024,isometric,jump,take off,0.426,10
30/09/2024,dynamic,sprint,acceleration,0.494,7
03/10/2024,isometric,jump,land,0.426,10
04/10/2024,isometric,agility,rotate,0.6625,10
12/10/2024,dynamic,jump,land,0.65,7
12/10/2024,dynamic,agility,acceleration,0.498,7
13/10/2024,dynamic,jump,take off,0.7165,7
15/10/2024,isometric,agility,deceleration,0.869,10
17/10/2024,isometric,upper body,pull,84.0,10
17/10/2024,dynamic,sprint,acceleration,0.498,10
26/10/2024,isometric,upper body,pull,72.5,7
27/10/2024,isometric,upper body,pull,101.2,22
27/10/2024,dynamic,sprint,max velocity,0.652,10
05/11/2024,dynamic,jump,land,0.666,22
08/11/2024,dynamic,upper body,push,0.47,7
28/11/2024,isometric,upper body,grapple,0.6795,10
29/11/2024,dynamic,agility,acceleration,0.498,22
01/12/2024,isometric,jump,pre-load,0.79,10
02/12/2024,isometric,upper body,push,0.876,10
04/12/2024,dynamic,sprint,max velocity,0.662,10
17/12/2024,dynamic,jump,take off,0.69,22
01/01/2025,dynamic,agility,deceleration,0.856,7
05/01/2025,isometric,jump,land,0.42,10
06/01/2025,isometric,upper body,pull,0.46,7
18/01/2025,isometric,upper body,grapple,0.6675,7
01/02/2025,dynamic,upper body,push,0.4965,22
15/02/2025,dynamic,agility,acceleration,0.495,22
27/02/2025,dynamic,jump,take off,0.68,7
02/03/2025,isometric,agility,rotate,0.6385,10
06/03/2025,dynamic,upper body,pull,0.88,22
08/07/2023,dynamic,upper body,push,0.32,10
11/07/2023,dynamic,sprint,acceleration,0.32,10
18/07/2023,isometric,jump,land,80.6,10
22/07/2023,dynamic,sprint,acceleration,0.33,7
26/07/2023,dynamic,upper body,pull,0.8525,10
27/07/2023,dynamic,jump,take off,0.7365,7
28/07/2023,isometric,jump,take off,95.1,7
29/07/2023,dynamic,agility,acceleration,0.395,10
30/07/2023,dynamic,upper body,pull,0.8525,10
31/07/2023,isometric,jump,pre-load,94.5,10
31/07/2023,isometric,upper body,push,73.4,10
04/08/2023,dynamic,agility,acceleration,0.39,7
04/08/2023,isometric,sprint,max velocity,100.5,10
16/08/2023,dynamic,jump,take off,0.6905,10
01/09/2023,dynamic,jump,land,0.69,7
04/09/2023,dynamic,sprint,acceleration,0.3635,22
17/09/2023,isometric,upper body,grapple,84.3,22
25/09/2023,isometric,jump,pre-load,0.52,7
26/09/2023,isometric,jump,take off,90.6,22
30/09/2023,isometric,sprint,acceleration,0.52,7
18/10/2023,isometric,jump,pre-load,0.52,10
01/11/2023,isometric,jump,take off,86.4,10
14/11/2023,isometric,jump,take off,106.2,22
14/11/2023,isometric,agility,rotate,103.4,10
24/11/2023,dynamic,jump,pre-load,0.5185,22
25/11/2023,isometric,agility,deceleration,1.038,22
26/11/2023,dynamic,agility,acceleration,0.4305,10
02/12/2023,isometric,agility,rotate,71.9,10
11/12/2023,dynamic,sprint,max velocity,0.6475,22
12/12/2023,isometric,agility,rotate,112.6,10
27/12/2023,dynamic,jump,take off,0.64,7
04/01/2024,dynamic,jump,land,0.674,10
09/01/2024,dynamic,jump,take off,0.64,10
12/01/2024,isometric,agility,deceleration,1.138,7
14/01/2024,isometric,upper body,grapple,83.2,10
18/01/2024,dynamic,jump,land,0.69,10
18/01/2024,isometric,agility,acceleration,0.52,22
19/01/2024,dynamic,jump,land,0.69,10
20/01/2024,isometric,upper body,grapple,111.0,10
24/01/2024,dynamic,jump,pre-load,0.524,7
26/01/2024,isometric,agility,acceleration,0.52,22
27/01/2024,isometric,agility,deceleration,1.138,22
05/02/2024,isometric,upper body,pull,87.4,22
12/02/2024,dynamic,agility,acceleration,0.4345,10
16/02/2024,dynamic,sprint,max velocity,0.637,22
18/02/2024,dynamic,agility,deceleration,0.89,7
24/02/2024,isometric,sprint,acceleration,0.52,22
29/02/2024,dynamic,agility,acceleration,0.4445,7
01/03/2024,dynamic,sprint,acceleration,0.4445,22
05/03/2024,isometric,upper body,pull,86.6,22
08/03/2024,dynamic,sprint,acceleration,0.4445,7
14/03/2024,dynamic,jump,land,0.668,22
15/03/2024,isometric,agility,rotate,87.5,22
15/03/2024,dynamic,sprint,acceleration,0.4445,22
15/03/2024,isometric,sprint,acceleration,0.52,10
24/03/2024,dynamic,upper body,pull,0.89,7
29/03/2024,isometric,sprint,max velocity,86.0,22
09/04/2024,isometric,agility,acceleration,0.52,7
10/04/2024,dynamic,sprint,max velocity,0.628,7
16/04/2024,dynamic,jump,pre-load,0.53,7
23/04/2024,dynamic,jump,land,0.664,22
28/04/2024,isometric,upper body,push,0.704,22
04/05/2024,dynamic,sprint,acceleration,0.43,7
14/05/2024,dynamic,upper body,pull,0.876,10
15/05/2024,isometric,upper body,grapple,115.2,7
27/05/2024,dynamic,jump,pre-load,0.4655,10
28/05/2024,isometric,agility,rotate,89.2,7
13/06/2024,dynamic,upper body,pull,0.876,7
16/06/2024,isometric,jump,land,87.0,7
25/06/2024,isometric,jump,pre-load,0.49,22
08/07/2024,isometric,agility,rotate,90.8,10
27/07/2024,isometric,sprint,max velocity,0.762,10
29/07/2024,isometric,sprint,acceleration,0.685,7
02/08/2024,isometric,sprint,acceleration,0.7305,22
02/08/2024,isometric,sprint,max velocity,0.756,22
16/08/2024,dynamic,jump,land,0.652,10
19/08/2024,dynamic,jump,land,0.652,22
30/08/2024,dynamic,sprint,acceleration,0.428,10
11/09/2024,isometric,jump,pre-load,0.7275,10
27/09/2024,dynamic,sprint,acceleration,0.494,10
06/10/2024,isometric,jump,take off,0.426,22
13/10/2024,dynamic,jump,pre-load,0.5375,10
15/10/2024,isometric,jump,take off,0.426,10
16/10/2024,isometric,upper body,push,0.936,7
03/11/2024,isometric,jump,land,0.39,10
15/11/2024,dynamic,agility,acceleration,0.47,10
29/11/2024,isometric,jump,take off,0.438,7
02/12/2024,isometric,sprint,max velocity,0.685,7
22/12/2024,dynamic,upper body,push,0.498,22
03/01/2025,dynamic,sprint,max velocity,0.6645,10
06/01/2025,dynamic,upper body,push,0.4965,22
18/01/2025,dynamic,sprint,acceleration,0.5,22
22/01/2025,isometric,upper body,push,0.918,7
26/01/2025,isometric,agility,deceleration,0.952,22
05/02/2025,dynamic,jump,pre-load,0.4915,10
11/03/2025,dynamic,sprint,max velocity,0.6465,7
06/07/2023,dynamic,jump,land,0.72,10
08/07/2023,isometric,upper body,grapple,80.3,10
19/07/2023,isometric,sprint,max velocity,106.0,7
27/07/2023,isometric,upper body,grapple,75.3,10
30/07/2023,dynamic,jump,land,0.69,7
02/08/2023,dynamic,jump,land,0.69,10
07/08/2023,isometric,jump,take off,83.9,7
08/08/2023,dynamic,upper body,pull,0.8525,22
12/08/2023,isometric,upper body,grapple,99.4,10
31/08/2023,isometric,jump,land,90.4,7
09/09/2023,isometric,sprint,acceleration,0.52,10
27/09/2023,isometric,sprint,max velocity,95.5,10
04/10/2023,dynamic,sprint,acceleration,0.4305,10
17/10/2023,dynamic,upper body,push,0.4305,7
22/10/2023,dynamic,sprint,acceleration,0.4305,22
23/10/2023,isometric,sprint,max velocity,105.3,22
31/10/2023,dynamic,jump,pre-load,0.4985,22
08/11/2023,isometric,sprint,max velocity,100.0,7
24/11/2023,isometric,upper body,pull,91.4,22
01/12/2023,dynamic,jump,pre-load,0.5185,7
02/12/2023,dynamic,sprint,max velocity,0.6475,10
18/12/2023,isometric,upper body,push,0.664,10
31/12/2023,dynamic,jump,pre-load,0.484,22
04/01/2024,isometric,agility,acceleration,0.52,7
18/01/2024,dynamic,sprint,max velocity,0.598,10
21/01/2024,dynamic,jump,pre-load,0.498,7
30/01/2024,isometric,sprint,max velocity,110.9,7
01/02/2024,isometric,jump,land,83.7,10
08/02/2024,isometric,jump,take off,89.0,7
27/02/2024,isometric,upper body,pull,89.7,10
29/02/2024,dynamic,jump,pre-load,0.479,10
03/03/2024,isometric,jump,pre-load,0.52,10
10/03/2024,isometric,agility,acceleration,0.52,7
21/03/2024,dynamic,agility,deceleration,0.89,10
24/03/2024,dynamic,jump,pre-load,0.524,7
28/03/2024,dynamic,upper body,push,0.4345,10
29/03/2024,isometric,upper body,grapple,89.0,10
31/03/2024,dynamic,agility,deceleration,0.89,22
02/04/2024,isometric,jump,take off,79.3,22
17/04/2024,dynamic,agility,deceleration,0.89,22
29/04/2024,dynamic,sprint,max velocity,0.628,7
12/05/2024,dynamic,jump,take off,0.6295,7
15/05/2024,dynamic,agility,deceleration,0.876,10
28/05/2024,isometric,jump,take off,74.2,10
01/06/2024,dynamic,agility,deceleration,0.876,10
02/06/2024,isometric,sprint,acceleration,0.49,10
09/06/2024,dynamic,jump,land,0.664,7
10/06/2024,isometric,sprint,acceleration,0.49,10
17/06/2024,dynamic,jump,take off,0.62,10
19/06/2024,isometric,sprint,acceleration,0.49,22
09/07/2024,dynamic,jump,land,0.681,10
13/07/2024,isometric,upper body,pull,94.2,10
27/07/2024,dynamic,agility,acceleration,0.485,10
29/07/2024,dynamic,upper body,pull,0.855,7
31/07/2024,dynamic,jump,pre-load,0.484,22
01/08/2024,isometric,upper body,grapple,0.384,10
08/08/2024,dynamic,sprint,max velocity,0.6795,10
11/08/2024,dynamic,sprint,max velocity,0.6795,22
14/08/2024,dynamic,jump,land,0.652,10
22/08/2024,dynamic,jump,pre-load,0.5095,7
26/08/2024,dynamic,sprint,acceleration,0.428,10
01/09/2024,isometric,sprint,max velocity,0.67,7
07/09/2024,isometric,jump,land,0.33,7
07/09/2024,isometric,sprint,acceleration,0.7275,10
10/09/2024,isometric,agility,acceleration,0.7275,22
13/09/2024,isometric,agility,acceleration,0.7275,7
26/09/2024,isometric,agility,rotate,0.627,22
04/10/2024,isometric,agility,acceleration,0.6925,10
09/10/2024,dynamic,upper body,pull,0.868,7
18/10/2024,dynamic,jump,land,0.666,10
22/10/2024,dynamic,jump,land,0.666,22
06/11/2024,dynamic,upper body,pull,0.88,10
15/11/2024,dynamic,upper body,push,0.47,10
15/11/2024,isometric,upper body,push,0.936,7
16/11/2024,isometric,jump,land,0.39,10
17/11/2024,isometric,upper body,grapple,0.6795,10
23/11/2024,dynamic,sprint,acceleration,0.47,10
03/12/2024,isometric,jump,take off,0.42,7
04/12/2024,isometric,sprint,acceleration,0.796,22
05/12/2024,isometric,upper body,push,0.876,22
07/12/2024,isometric,upper body,grapple,0.681,10
16/12/2024,isometric,agility,rotate,0.68,7
17/12/2024,isometric,upper body,pull,0.46,10
25/12/2024,isometric,jump,pre-load,0.79,22
26/12/2024,isometric,jump,take off,0.42,7
29/12/2024,isometric,jump,land,0.42,22
06/01/2025,dynamic,agility,deceleration,0.853,22
31/01/2025,dynamic,jump,land,0.7365,7
02/02/2025,isometric,agility,deceleration,0.972,7
07/02/2025,isometric,upper body,grapple,0.6415,10
08/02/2025,dynamic,jump,land,0.735,10
05/03/2025,dynamic,jump,pre-load,0.5225,22
03/07/2023,isometric,agility,deceleration,0.95,7
03/07/2023,isometric,sprint,max velocity,83.7,7
25/07/2023,isometric,jump,land,109.1,10
26/07/2023,isometric,agility,acceleration,89.3,22
09/08/2023,dynamic,jump,pre-load,0.6175,22
16/08/2023,dynamic,upper body,push,0.3395,10
29/09/2023,isometric,jump,pre-load,0.52,7
07/10/2023,isometric,sprint,max velocity,87.5,10
14/10/2023,isometric,jump,take off,100.9,10
17/10/2023,isometric,agility,acceleration,0.52,10
21/10/2023,isometric,jump,take off,94.0,10
22/10/2023,dynamic,agility,acceleration,0.4305,7
02/11/2023,isometric,jump,pre-load,0.52,10
12/11/2023,isometric,agility,rotate,88.2,7
12/11/2023,dynamic,sprint,max velocity,0.6475,10
19/11/2023,isometric,jump,land,83.6,22
21/11/2023,isometric,sprint,max velocity,126.6,7
27/11/2023,dynamic,upper body,pull,0.871,22
27/11/2023,isometric,agility,acceleration,0.52,10
02/12/2023,isometric,agility,deceleration,1.038,10
06/12/2023,dynamic,upper body,push,0.43,10
13/12/2023,isometric,sprint,max velocity,93.6,7
21/12/2023,isometric,agility,rotate,100.8,22
25/01/2024,isometric,jump,land,79.8,7
22/02/2024,dynamic,upper body,push,0.4345,7
24/02/2024,dynamic,upper body,push,0.4445,10
26/02/2024,dynamic,jump,land,0.668,22
27/02/2024,isometric,agility,rotate,84.2,10
28/02/2024,dynamic,jump,pre-load,0.479,7
28/02/2024,dynamic,jump,take off,0.6625,10
29/02/2024,isometric,jump,take off,111.1,22
10/03/2024,isometric,jump,land,104.0,10
11/03/2024,dynamic,upper body,pull,0.89,22
24/03/2024,isometric,jump,pre-load,0.52,22
05/04/2024,isometric,sprint,acceleration,0.52,10
08/04/2024,isometric,agility,acceleration,0.52,7
08/04/2024,isometric,sprint,acceleration,0.52,10
09/04/2024,dynamic,agility,deceleration,0.89,7
09/04/2024,dynamic,sprint,acceleration,0.44,7
11/04/2024,isometric,upper body,pull,94.6,10
16/04/2024,dynamic,upper body,push,0.43,7
17/04/2024,dynamic,upper body,pull,0.89,7
21/04/2024,isometric,upper body,push,0.704,10
29/04/2024,dynamic,upper body,pull,0.89,10
09/05/2024,dynamic,sprint,max velocity,0.625,10
10/05/2024,isometric,upper body,grapple,86.2,7
16/05/2024,dynamic,upper body,push,0.43,22
20/05/2024,isometric,jump,take off,87.7,7
29/05/2024,dynamic,sprint,acceleration,0.43,22
29/05/2024,isometric,sprint,acceleration,0.49,10
07/06/2024,isometric,agility,acceleration,0.49,22
09/06/2024,dynamic,sprint,max velocity,0.625,10
13/06/2024,isometric,upper body,pull,83.2,10
16/06/2024,isometric,upper body,pull,78.4,22
20/06/2024,isometric,sprint,acceleration,0.49,10
02/07/2024,isometric,sprint,max velocity,0.34,22
13/07/2024,isometric,agility,deceleration,1.0395,10
14/07/2024,dynamic,upper body,push,0.488,7
21/07/2024,isometric,jump,pre-load,0.685,7
14/08/2024,isometric,sprint,max velocity,0.756,10
20/08/2024,isometric,jump,land,0.363,10
